nan,5.711129383135880346e-03,1.586808373589235557e-02,3.616559658309164652e-03,2.973804311872757251e-03,3.137722928364565251e-03,1.244251987129752325e-03,5.051794345787158531e-03,1.569595056181890538e-03,1.430907330673533619e-04,2.065309444523112312e-03
8.761566334522156649e-03,nan,2.524619454113351952e-02,8.780187317849238310e-03,8.329001047074494415e-03,3.965774949890799039e-02,2.132927421681978658e-02,1.284583613358585875e-02,1.524330039346399185e-02,3.135489588553391337e-03,2.261104002694087033e-03
1.279961009682496070e-02,2.744470975704827939e-02,nan,1.292314006348137950e-02,1.251841584623287172e-02,3.400673062555458620e-02,1.918311332797418417e-02,1.708541411165773877e-02,1.951039030507592531e-02,1.577133417748579746e-03,2.866808297075135528e-03
1.427091575940114127e-02,3.384399346817441867e-02,1.549520990564355258e-02,nan,8.361189340791186711e-03,7.846758874983105619e-03,1.494486950040912858e-02,6.919590766706293708e-03,6.710201298916296936e-03,5.371058088866819021e-03,7.642754613995116769e-03
7.779527016069694677e-03,3.170513268935661044e-02,1.342510492915305505e-02,6.977059664066264516e-03,nan,6.485627365012079475e-03,3.107852192129446217e-02,5.571575119843147177e-03,1.971668962639132328e-02,4.821608577892689228e-03,2.960424893345178776e-03
4.909072606668014871e-03,4.895103769460257270e-02,2.340173730993715118e-02,1.518593715148467294e-03,9.411517766914754462e-04,nan,8.278986696890469274e-03,5.438748668616202528e-03,6.811658765876128091e-03,2.319413355609561099e-03,1.882629311964541252e-03
2.409664929645142280e-03,4.218521574119399320e-02,3.489660510097360863e-02,2.008036189109177819e-02,1.976687903713129912e-02,2.392506539353708023e-02,nan,1.569842106225183276e-02,2.481937246231485927e-02,2.461095412170254473e-03,1.121038652668886800e-03
5.747159476143919379e-03,2.496249087266787930e-02,1.116219175453489476e-02,6.106892435061894546e-03,4.615666650061595738e-03,3.213072412438933677e-03,1.300295642319396032e-02,nan,4.997699939109824172e-03,8.421429405159705506e-03,2.793050527195342983e-03
2.442614316385957867e-03,1.844210925181287257e-03,1.415550354753175588e-02,1.249928685644866380e-02,1.212905104731150721e-02,9.426059668207170672e-03,1.365158568146263365e-02,1.242453652737361865e-02,nan,1.772280250157737182e-03,1.133996669084920026e-03
7.651783243639302852e-04,1.161737765248312473e-02,8.117453895402013120e-03,1.309777290032890402e-02,1.285818549203495732e-02,1.193147475451354980e-02,1.952308942878038433e-04,9.353913380904649993e-03,2.094081850336831571e-02,nan,4.140803261136242704e-04
1.690150129102352796e-03,5.346775341328881617e-03,6.290838249091041182e-03,4.925822879810607888e-03,7.406506633633191689e-04,8.007684634218636965e-04,4.752399281362502774e-04,1.426447324516984206e-03,5.921827215742841728e-04,7.811304644917294732e-05,nan
