nan,8.824140148817495935e-03,1.028565111297854995e-02,8.842460172891839637e-03,7.755956320149269556e-03,5.359935566166977583e-03,2.422970212131495080e-03,7.390993600558903170e-03,2.455672189862045246e-03,7.697054859817312883e-04,1.710961304699716622e-03
7.768643793696336508e-03,nan,2.942498255200716450e-02,2.028378698528580937e-02,2.200542319578646308e-02,3.175923836806184009e-02,4.088924450175298458e-02,1.977376604747847072e-02,3.927534116337665776e-02,1.179550450879074223e-02,5.197333791905266349e-03
1.576592404970123679e-02,2.641067942772242980e-02,nan,1.815075785573454573e-02,2.060256875399705395e-02,2.386169350358331026e-02,3.022512075136357668e-02,1.416896489452086107e-02,2.000380080046445727e-02,8.308616075597132292e-03,6.147826432341638517e-03
4.061344768065208374e-03,1.276312995423354441e-02,2.177841727558770327e-02,nan,2.124980013996850391e-03,5.919697544835678983e-03,1.174735992699751583e-02,1.269312015641100699e-03,1.152427011839289757e-02,1.626118192627027531e-02,7.550967436353115542e-04
3.740471531773632494e-03,1.276312995423354441e-02,2.177841727558770327e-02,2.065020974088587879e-03,nan,5.919697544835678983e-03,1.174735992699751583e-02,1.729048111050035010e-03,1.152427011839289757e-02,1.626118192627027531e-02,7.550967436353115542e-04
3.906149106240737814e-03,2.615752871457430184e-02,3.191426329698800884e-02,2.273481109863663766e-02,2.411224793299844571e-02,nan,7.228483323146297004e-03,1.300772073394059446e-02,2.353645268315349148e-02,1.845371166285406442e-02,8.156059990790654173e-04
1.244042129617741127e-03,2.375456361486571327e-02,1.921551038333939310e-02,8.736793370750135096e-03,1.712623424055425767e-02,1.015688963843495302e-02,nan,1.364672522512209128e-02,3.181229779957968351e-02,2.095902719532231017e-04,4.879755848842604656e-04
5.790931937711116251e-03,9.903064315133588980e-03,1.901425843861934833e-02,9.783154899794133802e-03,1.135357230390890079e-02,7.053340667966090383e-03,5.710371470366897018e-03,nan,1.363746643830289658e-02,1.687534605680752336e-02,1.445450688119823959e-03
1.571599020991430512e-03,1.816551365669013401e-02,1.863697759955893971e-02,1.247913520467361370e-02,2.978946489146104201e-02,2.050881270415419455e-02,7.769245837906476986e-03,9.103676429827862321e-03,nan,2.365994335774025128e-04,6.056684631660070282e-04
1.355269236720008270e-04,6.769424675395758866e-03,8.676102242326210953e-03,2.449714788430455877e-04,2.156671395938839853e-04,2.322479842768288439e-03,7.731607136209999592e-03,7.818805338300111735e-03,8.692515817720188054e-03,nan,8.834210965533531058e-05
1.990415421536560585e-03,1.320021644500059266e-02,1.378244431874812298e-02,7.754595524235173044e-03,2.858647466845781401e-03,1.818870757434919681e-03,1.086016876356535711e-03,2.693787748784170523e-03,1.097924472189639074e-03,4.062406868079865545e-04,nan
