1.000000000000000000e+00,-2.619320776750279616e-03,6.333971861907857458e-03,3.391499102845396772e-03,8.314912801442246593e-03,4.000012691755573668e-03,2.260753803639135862e-02,-2.749937924113590379e-03,2.726900896712198749e-02,-3.419146304229031368e-04,2.945773084628905067e-02
-2.619320776748692344e-03,1.000000000000000000e+00,2.952133550985667765e-01,1.566194410452533270e-01,1.393874945735049109e-01,2.879004806934753469e-01,2.126098228232116971e-01,2.144318716819098580e-01,1.815631940923812526e-01,7.769020061093426244e-02,-4.363912170447435852e-03
6.333971861908072563e-03,2.952133550985647226e-01,1.000000000000000000e+00,1.323201526468561762e-01,1.215886628782830159e-01,1.430623985812899956e-01,9.859078737725504582e-02,1.547123716239687530e-01,1.381348512183795396e-01,3.865498949208277801e-02,-1.631082527545817855e-03
3.391499102844053228e-03,1.566194410452536878e-01,1.323201526468561762e-01,1.000000000000000000e+00,8.435544996527438721e-01,2.984288032392531931e-01,3.440627176813961831e-03,1.755950516321005406e-01,2.982226893301007792e-02,-2.876180376151064606e-03,-4.556665433771830628e-03
8.314912801440093801e-03,1.393874945735053550e-01,1.215886628782822804e-01,8.435544996527437611e-01,1.000000000000000000e+00,3.154046776001716013e-01,5.025756913161483208e-03,1.948992389298379035e-01,3.163446482406608029e-02,-2.945016316776192904e-03,1.560355116156714531e-02
4.000012691754858962e-03,2.879004806934750138e-01,1.430623985812876919e-01,2.984288032392530265e-01,3.154046776001714902e-01,1.000000000000000000e+00,1.744678488129891847e-01,2.632420038270410489e-01,1.370639012827233605e-01,1.259181793301573059e-02,1.730820683088434703e-02
2.260753803639454010e-02,2.126098228232117804e-01,9.859078737725505970e-02,3.440627176814409823e-03,5.025756913161222132e-03,1.744678488129897953e-01,1.000000000000000000e+00,1.521484335650173381e-01,5.805784244430087782e-01,1.699897237284020979e-01,1.296875100587368754e-02
-2.749937924109330332e-03,2.144318716819098858e-01,1.547123716239694469e-01,1.755950516321025390e-01,1.948992389298397632e-01,2.632420038270419371e-01,1.521484335650153397e-01,1.000000000000000000e+00,2.049735425790560062e-01,6.749050327100439284e-02,2.789571722789390210e-02
2.726900896712283404e-02,1.815631940923808918e-01,1.381348512183793176e-01,2.982226893300997037e-02,3.163446482406608029e-02,1.370639012827235825e-01,5.805784244430085561e-01,2.049735425790553400e-01,1.000000000000000000e+00,1.403453211493466690e-01,1.593039332235750977e-02
-3.419146304232676997e-04,7.769020061093408203e-02,3.865498949207891305e-02,-2.876180376150478703e-03,-2.945016316775394497e-03,1.259181793301616774e-02,1.699897237284009044e-01,6.749050327100412916e-02,1.403453211493466413e-01,1.000000000000000000e+00,-2.225690014229031368e-03
2.945773084628674002e-02,-4.363912170446885078e-03,-1.631082527545748900e-03,-4.556665433771462000e-03,1.560355116156759633e-02,1.730820683088467662e-02,1.296875100587347417e-02,2.789571722789344066e-02,1.593039332235786712e-02,-2.225690014228935091e-03,1.000000000000000000e+00
