nan,1.295917767406245050e-02,1.091009798097126830e-02,2.007332884115604205e-02,8.352720363651889093e-03,4.908821278761864998e-03,2.395869450037974458e-03,1.136832215327929219e-02,2.428900971469643340e-03,7.606192869035751465e-04,1.668410842571438997e-03
9.488336438278016302e-03,nan,4.716180930970050034e-02,3.096416632745533498e-02,2.693727383515477636e-02,2.158083491805462203e-02,6.272330659888498451e-03,1.551900818660089353e-02,2.480812265266960429e-02,1.140724150291662700e-02,2.552128529971403430e-03
1.530778740178454639e-02,2.548636477735252356e-02,nan,1.315840768686617548e-02,1.227084433371416344e-02,2.003963951618903394e-02,1.215147624075114605e-02,1.321825143851965839e-02,2.654100007407430434e-02,8.022145244928490307e-03,3.489827099710260047e-03
2.612737013917677299e-03,1.096916680801026528e-02,1.934794219844049659e-02,nan,2.160388728200719841e-03,7.506667073209785310e-03,2.227863002931062403e-02,4.557153164796084316e-03,1.163476502073632589e-02,4.562768020755349294e-04,5.075413131563370414e-03
2.027722882252437804e-03,1.585677642357590650e-02,1.922197743924210916e-02,6.728751354593748291e-03,nan,7.123155128321151386e-03,2.214380004539244842e-02,3.837610694591490207e-03,1.144542244967222677e-02,3.289312755497538301e-04,7.252128123211845287e-04
2.189912203841442445e-03,5.165421817723862136e-02,3.394406710885340683e-02,1.062218114069160210e-02,8.650142356243532490e-03,nan,8.523678920156986874e-03,5.133511328477671602e-03,7.779075842203713766e-03,1.170641769212736084e-02,7.849429528694891033e-04
1.242047418601773499e-03,2.071792735584834094e-02,1.827360290199084303e-02,1.231773084269691815e-02,2.061434408237391644e-02,1.356636462934779006e-02,nan,6.017671959059542330e-03,7.837220776909575512e-03,1.810096045537529122e-04,4.614960919517937144e-04
4.120357272836729610e-03,2.040718749237992527e-02,3.598043799794509254e-03,8.429147441720172274e-03,6.981411360952921932e-03,1.857087782432675568e-02,2.935267202384878038e-02,nan,1.764466094241420174e-02,9.339165645588180104e-03,1.406497341965866040e-03
1.565199150663481881e-03,7.792379381725710388e-03,1.691230476451078754e-02,1.151333513127872181e-02,2.513423719927974226e-02,7.888201952925878030e-03,3.067184213897814621e-02,6.525643493066403053e-03,nan,1.338303814564689720e-02,5.776959611079864141e-04
1.481668827139239050e-04,3.129947582237409005e-03,1.564461726014546939e-03,2.056152064115432040e-02,2.058888623555724107e-02,1.125115790878761452e-03,2.455381470536101805e-03,1.681240649589620020e-03,1.769008853710829542e-03,nan,6.685226686048775790e-05
2.137365832982254799e-03,2.169073856259297068e-03,2.795975602808436870e-03,7.540636910323987932e-03,3.060561259776637972e-03,1.945016705617054302e-03,1.155425578517474882e-03,2.889655321742133458e-03,1.169258409626330745e-03,4.220826604174035459e-04,nan
